chapter,questions,label
114,the speed of the suns orbit is,0
114,Neptune has,0
114,the asteroid uranus was a planet that,0
114,Neptune is,0
114,the great dark spot,0
114,Neptune has winds that are,0
114,what was the name of the planet that was discovered in 1846?,0
114,Neptunes appearance is caused by,0
115,living things need nitrogen for,1
115,nitrogen fixing bacteria convert nitrogen to,1
115,nitrifying bacteria convert,1
115,nitrogen from animal wastes or plant and animal tissue,1
115,what is the process by which nitrifying bacteria converts ammonia to,0
115,what is the nitrogen molecule that is essential for photosynthesis?,0
115,what is the chemical name for a nitrogen-containing compound?,0
115,what is the process by which organic nitrogen is returned to the soil?,0
115,nitrogen is vital for life on earth as an essential component of organic materials such as,0
115,nitrogen must be fixed or converted into a more useful form.,0
115,nitrogen is not a gas because,0
115,which of the following is true about nucleic acids?,0
116,nuclear energy as it is currently used in nuclear power plants is the result of,1
116,"which element is mined, processed, and concentrated into fuel rods to be used at nuclear power plants?",1
116,"the energy in a nuclear power plant creates ______, which causes a turbine to spin.",1
116,which is an environmental benefit of nuclear power?,1
116,negative environmental consequences of nuclear power include,1
116,"to generate power, uranium atoms in fuel rods",1
116,nuclear power has no pollutants including,0
116,the nasa nuclear plant suffered,0
116,"nuclear power emits no pollutants, including",0
116,nuclear power is clean.,0
116,a building near the site of the Chernobyl disaster,0
116,nuclear energy is used as a,0
116,nuclear power plants use,0
116,nuclear power is making a comeback as,0
116,"in the united states, a little less than 20% of electricity comes from",0
116,radioactive waste is created by,0
116,the cause of the disaster was,0
116,nuclear energy is used by,0
117,what is the amount of useable energy available from a resource after subtracting the amount of energy needed to make that energy available?,1
117,why does solar energy have a higher net energy yield than petroleum?,1
117,the energy cost of an energy resource increases when,0
117,what is the most likely way to use coal to generate electricity?,0
117,energy is used by,0
117,a net-energy ratio larger than one means there is a net gain in usable,0
118,the breakdown of chemicals to produce food energy.,1
118,a large underwater structure created from the calcium carbonate skeletons of tiny animals is,1
118,a coral reef that surrounds a volcano is called a/an:,1
118,what is the main food source in the ocean?,1
118,how do fish survive in the deepest ocean?,1
118,which of the following is true about a worm?,0
118,the remnants of the volcano on Maupiti Island are surrounded by a,0
118,hydrothermal vents,0
118,which of the following is true about mussels?,0
118,which of the following is a species of worm that has been found in the pac,0
118,which of the following is true about fish?,0
118,which of the following is true about coral reefs?,0
118,which of the following is true?,0
118,the oceans ecosystem is,0
118,which of the following is a mechanism that helps a predator get a meal?,0
119,about _______ of garbage is from land.,1
119,80% of the trash that ends up in the oceans is,1
119,plastic in the ocean,1
119,plastic trash may contain toxic chemicals like __________ that enter the ocean.,1
119,"these extremely abundant plastics, when ingested can clog digestion and cause starvation.",1
119,what is the process that causes plastic to photodegrade?,0
119,a smog-related accident may occur to,0
119,plastic waste is estimated to kill,0
119,the size of the garbage patch is unknown because it,0
119,the southern hemisphere has less trash buildup because less of the region is,0
119,what is the most common type of plastic waste?,0
119,plastic shopping bags are,0
119,when do containers go overboard?,0
119,about 80% of the trash that ends up in the oceans is,0
119,what is the main reason that plastics accumulate?,0
120,"nearly all of the food is the ocean is made in the _______________ zone, but nearly all of the water in the ocean is in the ________________ zone.",1
120,"in the aphotic zone, there is not enough light for",0
120,the hallmark of the intertidal is,0
121,the green revolution has resulted in,1
121,which of these regions is experiencing an increase in abject poverty?,1
121,due to increased agriculture brought about by the green revolution,1
121,what is the cause of dead zones?,1
121,over-consumption refers to,1
121,water is transported by,0
121,pollution is a,0
121,some pesticides are toxic.,0
121,what has been done to cleared land for agriculture?,0
121,pollution can move between,0
121,the first time a person was born was,0
121,what is the degree to which needs are met in different nations?,0
121,about how many people in the world do not have enough clean water for drinking and washing each day,0
121,"by 2030, the population of the u.s. will be",0
121,people in developed nations use,0
122,a marine transgression is when,1
122,"during the paleozoic era, there were _____ complete cycles of marine transgressions and regressions.",1
122,what can cause sea level to rise?,1
122,the rock facies that represents a marine transgression from bottom to top is,1
122,"carbonate mud later hardens into ____________ in deep, low energy waters.",1
122,"in lower energy environments, fine-grained silt that later creates shal",0
122,"During the phanero- zoic,",0
122,a marine transgression occurs when,0
122,"if land is down dropped, sea level",0
122,the gran canyon contains evidence of marine transgressions and regressions.,0
122,carbonate mud that hardens into limestone is,0
122,which of the following is a way to get a picture of a sand,0
122,the rocks of the Supai Group include,0
122,the Tonto Group is made up of,0
122,the rising and falling of sea level over the continents were important events of the,0
123,this mountain range grew much higher when gondwana and laurentia collided to create pangaea.,1
123,"at the end of the paleozoic, there was/were",1
123,the remnants of the taconic mountain range are found in _______________.,1
123,what was the name of the group that formed at the end of the first world war?,0
123,the remnants of the taconic mountains make up the,0
123,the phaerozoic is,0
123,the longest era of the phanerozoic was,0
123,"during the taconic orogeny,",0
123,the ocean that collected most of Earths water was,0
124,crude oil is a mixture of many different,1
124,"for people to be able to drill for oil, it must",1
124,refineries help to separate these from crude oil,1
124,which of these requires oil?,1
124,crude oil,1
124,"when gasoline burns, it turns into this.",1
124,oil is trapped between the porous and impermeable layers until it is extracted from the,0
124,which of the following is a way to get a picture of a sand,0
124,"when oil is boiled in a refinery,",0
124,which of the following is true about wells?,0
124,which of the following is a way to get a picture of a sand,0
124,crude oil is primarily made of,0
124,which of the following is a potential source of oil in the gulf of mex,0
124,which of the following is a liquid fossil fuel?,0
124,what is the role of the cylinders in a car?,0
124,"over millions of years, dead organisms turn into",0
124,which color is associated with oil?,0
124,crude oil is used for,0
125,what is the shape of a planets orbit?,1
125,who discovered the relationship between a planets orbital period and the distance from the sun?,1
125,the time it takes a planet to make one complete orbit around the sun is known as its ____________.,1
125,how did scientists determine a planets distance from the sun before the invention of modern telescopes?,1
125,which of the following is a way to get a picture of a sand,0
125,kepler discovered the relationship between the time it takes a planet to make one complete,0
125,the upper right shows the,0
125,the orbits of the sun are,0
125,How old are you on earth?,0
125,"if you lived on jupiter, how old would you be?",0
125,which statement is true about the relative sizes of the orbits of planets in the solar system,0
125,"the farther away from the sun, the",0
126,which of these is a dwarf planet?,1
126,the sun is _______ more the mass of the entire solar system combined.,1
126,distance in the solar system is measured by _______________.,1
126,the sun is _________________________ million miles from earth.,1
126,astronomers have discovered,0
126,one astronomical unit is defined as the distance from earth to the sun.,0
126,the sun is,0
126,how long does it take each planet to complete an orbit?,0
126,the sun is the largest object in the solar system.,0
126,1 AU equals about,0
126,which of these scientists was a scientist?,0
126,Earths mass,0
127,a small body of fresh water with no stream draining it.,1
127,which of these is not full of fresh water?,1
127,the water in crater lake in oregon is within a(n),1
127,the great lake basins were made from,1
127,"lakes change with time, including",1
127,large lakes,1
127,"when the climate of an area changes, lakes can",0
127,which of these is a seasonal event?,0
127,large lakes have,0
127,lake baikal formed as water filled up a tectonic faults.,0
127,lakes form in a variety of different ways:,0
127,most lakes are located in the,0
127,the great lakes are home to,0
127,"if precipitation significantly decreases, lakes may",0
127,most of the worlds lakes are in canada.,0
127,which of the following is an exception to the rule of gypsies?,0
127,which of the following is true about lakes?,0
127,lakes can form in,0
128,when does a population shrink?,1
128,a region will be at its carrying capacity if,1
128,the size of a population in an ecosystem is determined by,1
128,"if a pack of coyotes enters a region, the carrying capacity for bunnies will likely",1
128,why do some animals produce many more offspring than their habitat can support?,1
128,what is an important abiotic factor to help a population grow?,1
128,"if a population uses needed resources faster than they are being replenished, the population",1
128,which of the following is true about a stable population?,0
128,"in a population at its carrying capacity, how many organisms of a species can the",0
128,which of the following is a factor that helps determine a species population?,0
128,what causes a population to grow?,0
128,what is the goal of a recipe that you can use to make as many chocolate chip cookies,0
128,a population grows when the number of births is greater than the number of deaths.,0
128,a population can shrink because of,0
128,"if the factors that affect the carrying capacity of a vehicle improve, the carrying capacity of",0
128,which of the following is a limitation of baking?,0
128,what are some important abiotic factors?,0
128,which of the following is true about a solitary animal?,0
128,"if you have more butter than you need, it will be",0
128,what causes a population to shrink?,0
128,what is the ratio of flour and other ingredients to eggs?,0
129,the first crust was made of this rock.,1
129,the first felsic continental crust came from,1
129,greenstones in cratons indicate that at the time they formed,1
129,precambrian shields are about,1
129,"at the grand canyon, the layered sedimentary rocks are on top of ancient precambrian craton. this is called a",1
129,when earths interior was warmer than it is now,1
129,the Canadian Shield was formed by,0
129,which of the following is a remnant of the first continents?,0
129,the earliest felsic continental crust is now found in the ancient cores of continents,0
129,greenstones indicate the presence of,0
129,Pre-Archean geologists can learn many things about the,0
129,the earliest rock in the atlantic ocean was,0
129,what is the importance of this fact?,0
129,which of the following is true about the craton?,0
129,"During the pre-archean and archean, earths interior was warmer than",0
129,which of the following is true about mantle convection?,0
129,Earth has been cooling since,0
129,what is the oldest known geology?,0
130,how did continents form during the precambrian?,1
130,evidence for the breakup of rodinia includes,1
130,"after rodinia broke apart, oceans formed between the continents by the process",1
130,evidence for the breakup of the pacific ocean includes,0
130,which of the following is true about supercontinents?,0
130,the supercontinent rodinia formed about,0
130,the earliest known human civilization was,0
130,the continent of lauritia was formed by,0
130,the oceans between the continents formed because,0
131,this country is currently the largest producer of hazardous waste.,1
131,the resource conservation and recovery act of 1976 requires,1
131,which of these is not hazardous?,1
131,china produces a tremendous amount of hazardous waste because,1
131,who oversees the cleanup a superfund site if the responsible party cannot?,1
131,what can individuals do to lessen the creation of toxic waste problems?,1
131,individuals can control the production and disposal of hazardous waste.,0
131,which of the following is a requirement for waste disposal?,0
131,the superfund act requires companies to clean up contaminated sites that are designated as,0
131,hazardous materials should be disposed of properly by,0
131,which of the following is a way to get a picture of a sand,0
131,which of the following is true about countries that have more industry?,0
131,many developed nations have laws to help,0
131,"if a responsible party cannot be identified, the federal government pays for the cleanup",0
131,the superfund act,0
131,problems with hazardous wastes and their disposal became obvious sooner in the developed world than in the developing,0
131,the worlds largest producer of hazardous waste is,0
131,which of the following is true about countries with more or less industry?,0
132,sedimentary rocks are laid down,1
132,the classic location to see layer cake geology is,1
132,a lake fills with sediment and then is buried and the sediment is lithified into sedimentary rock. the first sediment to fall to the lakebed will be,1
132,which of the following is true?,0
132,the gyroscope is a map of the,0
132,the rocks of the grand canyon are like,0
132,sedimentary rocks that are not horizontal are,0
132,which of the following is true about the rocks in the group 1 rocks?,0
132,sedimentary rocks,0
133,geologists can identify that wind changed direction in ancient sandstone from,1
133,rocks can form in or on,1
133,evidence of the Checkerboard Mesa is found in,0
133,which of the following is a cause of cross-bedding?,0
133,a rock that formed in a lake would be,0
133,what is the process that causes sandstone to have layers that cross each other?,0
134,original horizontality is when true,1
134,superpostion is when _______________________.,1
134,the oldest rocks are found ____________________ of a sequence.,1
134,which of the following is true about fossils?,1
134,which of the following is true about fossils?,0
134,what did he want to explain about the extinction of the osiris?,0
134,the oldest rock layers are at the bottom.,0
134,"if scientists didnt see a rock form, they couldnt know",0
134,what was the first step in determining the age of materials?,0
134,what did he learn from the scenario?,0
134,fossil organisms that are older than 100 million years old are,0
134,the canyons of the utah valley are formed by,0
135,this drives the water cycle.,1
135,when water changes from a liquid to a gas.,1
135,"rain, sleet, hail, or snow are examples of this.",1
135,another name for the water cycle is this.,1
135,water may seep through dirt and rock below the soil and then through pores infiltrating,0
135,which of the following is a description of the processes that move water between reservoirs?,0
135,which of the following is a role in the water cycle?,0
135,a large amount of water infiltrates into the ground.,0
135,which of the following is a way to get a picture of a sand,0
135,people depend on,0
135,water vapor is a droplet of liquid that forms when it,0
135,the water that comes to the surface from the oceans,0
136,epa stands for,1
136,"water quality standards are set by __________, in accordance with the __________ act.",1
136,which of these is a wastewater contaminant?,1
136,water purification produces useable water by removing _____________.,1
136,"to keep water from being polluted, individuals can",1
136,many underdeveloped nations have few or no water treatment facilities.,0
136,which of the following is a good rule of thumb for using chemicals?,0
136,water pollution is a problem that requires,0
136,which of the following is a requirement for recycling?,0
136,contaminants in wastewater include,0
136,what is the best way to prevent a water leak?,0
136,what should you keep out of street gutters and storm drains?,0
136,the worlds water quality standards are being improved by,0
136,what is the most important thing that a person can do to prevent a flood?,0
136,water pollution can be reduced in,0
137,radioactive isotopes are __________ and spontaneously change by ____________.,1
137,radioactive decay of an isotope leads to the formation of a ____________ product.,1
137,"as time passes, the number of parent isotopes decreases and the number of",0
137,How many half lives have passed?,0
137,what is the purpose of dating materials?,0
137,The electron is emitted when,0
138,radiometric dating is used to estimate the age of a material by,1
138,radiometric dating only works for materials of these ages because,1
138,carbon-14 dating is used for dating human remains and artifacts because,1
138,carbon dating measures when the organism died because only then does,1
138,in potassium-argon dating,1
138,which is a limitation of radiometric dating?,1
138,which of the following isotopes is used to date materials of different ages?,0
138,which of the following is a mineral?,0
138,how would you do this?,0
138,carbon-14 decays to stable nitrogen-14 by releasing a,0
138,which of the following is true?,0
138,carbon isotopes from the black material in cave paintings,0
138,which of the following isotopes must be dated?,0
138,radiometric dating can only be done on,0
138,the amount of radioactive carbon-14 that has decayed can be estimated by,0
138,which of the following is true about argon?,0
138,carbon-14 has a half-life of,0
138,"if the ages of a sample are accurate, they are",0
139,ptolemys system to explain the motions of the planets,1
139,keplers solar system model,1
139,"through the first-ever telescope, galileo discovered",1
139,the model of the motion of the sun was,0
139,the center of the universe is,0
139,the spheres of the sun include,0
139,which of the following is true about the planets?,0
139,which of the following is true about the ellipse?,0
139,which of the following statements about the solar system was true?,0
140,rocks are identified primarily by,1
140,"_______________________ is a naturally formed, non-living earth material.",1
140,which one of these rocks does not contain minerals?,1
140,the difference between diorite and andesite is,1
140,rocks are made of,0
140,which of the following is a way to get a picture of a sand,0
140,which of the following is a rock that has the same chemical composition?,0
140,rocks are made of,0
140,which of the following is true about minerals in rocks?,0
140,rocks are made of,0
140,the colors and textures of rock are caused by,0
140,which of the following is a way to get a picture of a sand,0
141,"_________________ happens when solid material separates out of a liquid, usually when the liquid evaporates.",1
141,metamorphic rocks are formed when,0
141,"when magma cools,",0
142,"this french scientist used a pendulum, which help to confirm earths movement",1
142,an imaginary line that runs through the center of the earth from the north to the south pole.,1
142,the earth rotates on its axis every,1
142,a pendulum in paris confirmed the existence of,1
142,shadows can be cast by,1
142,which of the following is a way to get a picture of a sand,0
142,the sun appears to move from,0
142,a line that goes through the center of earth that goes through both the north and south pole,0
142,which of the following statements is true?,0
142,Foucault concluded that earth was moving under the pendulum.,0
142,an observer in space will see that earth requires,0
142,shadows are areas where an object obstructs a light source so that darkness,0
142,Foucaults experiment was a nice confirmation of,0
142,a pendulum set in motion should not,0
142,"on earth, a shadow can be cast by",0
143,"________________ of all people in the world have access to safe water for drinking, personal cleanliness, and domestic use.",1
143,pathogens are _________________.,1
143,more than ___________ people die every day from waterborne disease.,1
143,which of these is an example of a waterborne disease?,1
143,waterborne disease is the leading cause of death for children under the age of,0
143,which of the following is true about water?,0
143,which of the following is a pathogen that can cause disease?,0
143,waterborne diseases kill more than,0
143,pollution in the oceans is a major cause of,0
143,about what percentage of the worlds population does not have access to safe water?,0
143,which of the following is a potential cause of disease?,0
143,about what percentage of all diseases are caused by drinking unsafe water?,0
144,this is propelled into space by particles flying out one end at high speed.,1
144,which of newtons laws of motion explains rocket propulsion?,1
144,any object that orbits a larger object is a(n),1
144,imaging satellites,1
144,gps uses this type of satellite.,1
144,"the largest artificial satellite, which is designed for human habitation is",1
144,the main purpose of the international space station is,1
144,the primary purpose of the ISS is,0
144,which of the following is a history of rockets?,0
144,Thousands of artificial satellites have been put into orbit around earth.,0
144,Atlantis was launched in 2006 from,0
144,which of the following is a satellite?,0
144,imaging satellites,0
144,what is the first step in a space mission?,0
144,a space shuttle,0
144,which of these is a spacecraft?,0
144,which of the following is true about solar power?,0
144,which of the following was a disadvantage of the Apollo missions?,0
144,the first satellite on earth was,0
144,the explosion of a rocket,0
144,the space shuttle program did,0
145,saturn is,1
145,what makes up saturns rings?,1
145,saturns atmosphere,1
145,saturns rings,1
145,scientists are interested in titan because,1
145,the image of saturn and its rings is a composite of pictures taken by the,0
145,which of the following is true about the rings of Saturn?,0
145,saturns outer c ring,0
145,scientists are interested in the titan because,0
145,saturns storms,0
145,Saturn orbits the sun about,0
145,which planet is famous for its beautiful rings?,0
145,the largest planet on earth is,0
145,"in Roman mythology, what is the father of the sun?",0
145,the surface of the Titans contains,0
146,which of these are types of scientific models?,1
146,a globe is an example of a,1
146,models,1
146,which of the models is likely to be most accurate?,1
146,what are some limitations of models?,1
146,which of the following is a science model?,0
146,which of the following is true?,0
146,how can scientists know if a model designed to predict the future is likely to be accurate,0
146,which of the following is a useful tool in science?,0
146,which of the following is a way to get a picture of a sand,0
146,a climate model would be impossible on,0
146,a globe is a,0
146,which of the following is true about models?,0
146,which of these is a good way to determine the type of changes that can occur in the,0
146,how can a model predict the present?,0
147,the evidence that old seafloor is destroyed at deep-sea trenches includes,1
147,flat-topped underwater mountains are called,1
147,the alternating stripes of normal and reverse magnetism in seafloor basalts on the sides of the mid-ocean ridges led to the idea of,1
147,harry hess suggested that guyots were,1
147,the mechanism for continental drift that wegener never knew about is,1
147,harry hess suggested that old oceanic crust was,1
147,how do continents move?,1
147,the rift formed when,0
147,Hess needed,0
147,"During WWII, harry hess was an attack transport ship commander.",0
147,Hess used seafloor spreading to explain,0
147,which of the following is a way to get a picture of a sand,0
147,the idea of mantle convection was resurrected by,0
147,scientists thought the rift was a set of breaks in earths crust.,0
147,the spreading plate,0
147,the different stripes of magnetic polarity revealed the different ages of the seafloor.,0
147,the guyots moved deeper beneath sea level because,0
147,the seafloor at the ridge is from,0
147,the great global rift,0
147,the oldest crust is,0
147,Hesss ship had,0
148,the reasons for the seasons is,1
148,this refers to when the position of the sun is closest to one of the poles.,1
148,this area has relatively the same amount of sunlight through the year.,1
148,the part of earth that receives the most solar radiation over a year is,1
148,which is true about the equinox?,1
148,the time when daylight and nighttime hours are exactly equal.,1
148,the vernal equinox occurs on,0
148,the suns light is,0
148,the suns axis points toward the sun at its furthest north point of the,0
148,the north pole is tilted towards the sun and the suns rays,0
148,which of the following is true about solar radiation?,0
148,the seasons are caused by,0
148,winter solstice for the northern hemisphere happens on,0
148,the summer solstice is the,0
148,the axis of rotation is pointed toward,0
148,"in the southern hemisphere, the sun is",0
148,when is summer solstice in the northern hemisphere?,0
148,winter is a time when,0
149,water is good at dissolving salts and other substances because,1
149,"in an estuary,",1
149,the salts in seawater come from,1
149,the salinity is high in water in the great salt lake in utah because,1
149,why might seawater and freshwater not mix?,1
149,water density increases when,1
149,what is the name of the water body that is the dead sea?,0
149,what is the salinity of a lake in a lake with lots of e,0
149,what is the source of salt in seawater?,0
149,which of the following is a type of cave?,0
149,the dead sea is,0
149,ocean water is composed of,0
149,water picks up ions as it moves through,0
149,which of the following is true about H2O?,0
149,where does seawater mix with fresh water?,0
149,where is the salinity of water higher?,0
149,which statement is true about seawater?,0
149,the Dead Sea has,0
150,sedimentary rocks are made from,1
150,which describes mechanical weathering?,1
150,red rocks are formed when this element is present.,1
150,landslides dropping large piles of sediment due to,1
150,minerals are created when,1
150,sediments that form when the environment is,0
150,the type of sediment that is deposited determines the,0
150,which statement about water is true?,0
150,which of the following is a way to get a picture of a sand,0
150,which of the following is a part of the sandstone tectonics,0
150,a river is a source of sediment.,0
150,which of the following is true about the wind?,0
150,sedimentary rocks that have been worn down into small pieces include,0
150,rocks at the surface undergo,0
150,a slower moving stream,0
151,s-waves can move through,1
151,which of these statements is not true about s-waves?,1
151,which of these statements is not true about surface waves?,1
151,we know that earth has a liquid outer core because,1
151,the distance between waves from crest to crest is,0
151,which of the following is true about surface waves?,0
151,seismic waves are used to,0
151,Energy is transmitted in,0
151,scientists learn about earths interior by,0
151,the earths,0
151,body waves move through the solid body of the earth.,0
151,which of the following is a useful tool for learning about earths interior?,0
152,"in a normal year, the trade winds blow from __________ near __________.",1
152,"in a normal year, along western south america",1
152,el nio events,1
152,"during el nio,",1
152,"during la nia,",1
152,what do el nio events cause to happen off of south america?,1
152,cold water reaches farther into the western pacific than normal.,0
152,"in a normal year, trade winds blow across the pacific ocean from",0
152,"in a la nia year, trade winds move from east to west and warm",0
152,the enso is responsible for,0
152,which of the following regions receives more than average rainfall?,0
152,the oceans warm water is dragged back across the pacific ocean and piles,0
152,"during an El Nio year, the trade winds",0
152,the Mediterranean is,0
152,short-term changes in climate are,0
152,which of the following is true about oscillations?,0
152,"when warm, low-density water is at the surface, upwelling stops.",0
152,what is the main reason for the decrease in fish numbers?,0
153,oxygen in the atmosphere filters out,1
153,which of the following is the highest energy ultraviolet?,0
153,most of the energy that reaches the earths surface comes from,0
154,the source of solar power is nuclear,1
154,solar energy through the empty space between the sun and earth as ____________.,1
154,one of the advantages of solar power over traditional energy source is that solar power,1
154,"in a solar power plant, the sunlight is focused onto a receiver by a group of",1
154,"in a solar power plant, a liquid flowing through a receiver, is heated by",1
154,heat is transferred from the liquid to a nearby object through the process called,1
154,limitations of solar power is include,1
154,The saline phosphate is,0
154,solar panels on a homes rooftop can be used to heat water for a,0
154,the technology needed for solar power is still expensive.,0
154,how do scientists and engineers harness energy from the sun?,0
154,the energy that is generated by a heated liquid is used to make,0
154,the solar power plant in california uses,0
154,which of the following is a way to get a picture of a sand,0
154,"solar power is being developed in southeastern california, ne",0
154,which of the following is true about the solar system?,0
154,energy from the sun comes from,0
154,which of the following is true about solar power?,0
154,solar power is not useful in locations that are,0
154,what is one of the many uses that engineers have found for solar energy?,0
154,which of the following is true?,0
155,extremely high temperature stars are __________.,1
155,class m stars are ________.,1
155,stars are classified primarily by their,1
155,which of the following is true about the surface temperature of a star?,0
155,which of the following is a way to get a picture of a sand,0
155,how does a metal color change with temperature?,0
155,a stars color is determined by,0
155,"when a coil is heated, it turns a",0
155,the class of a star is given by a,0
156,stars are,1
156,why do stars move across the sky each night?,1
156,asterisms are,1
156,"in winter and in summer, people in a given location see",1
156,"when you look at the sky on a clear night, you can see",0
156,the nightly motion of stars is caused by,0
156,"when a scientific idea fails, it is",0
156,which of the following is a way to get a picture of a sand,0
156,"in the northern hemisphere, orion is a prominent constellation in the",0
156,Almost every one of these points of light is a star.,0
156,stars are made up of,0
156,people in a particular location can see different constellations in the winter than in the summer.,0
157,which type of energy does a star emit?,1
157,this keeps a star from collapsing from its own gravity.,1
157,fusion is ____________.,1
157,a particle accelerator,1
157,energy that travels through the layers of a star to reach the outer surface of the star,0
157,"in a star, the energy from fusion reactions in the core pushes outward",0
157,"When two particles collide head-on,",0
157,"in a nuclear fusion reaction, the nuclei of two atoms combine to",0
157,which of the following is a way to get a picture of a sand,0
157,the worlds largest and most powerful particle accelerator,0
157,which of the following is a simulation of nuclear fusion?,0
157,the process of calculating the distance between two stars is called,0
158,what is a polar molecule?,1
158,"when water freezes, water can do this.",1
158,hydrogen atoms have this kind of charge.,1
158,why does water have high surface tension?,1
158,which of these is a special property of water?,1
158,the three states of matter for water are,1
158,which of the following is true?,0
158,which of the following is true?,0
158,which of the following is a phase of ice?,0
158,which of the following is true about hydrogen ions?,0
158,water is made up of,0
158,which of the following is true about water?,0
158,which of the following is a way to get a picture of a sand,0
158,water has high surface tension because,0
158,what is the most important element in a molecule?,0
158,water has,0
158,clouds that form when water vapor condenses are,0
158,which of the following is true about hydrogen ions?,0
159,an ozone molecule is created when,1
159,what is the heat source for the stratosphere?,1
159,the thickness of the ozone layer varies by the season and by _______________.,1
159,what is the cycle of ozone in the stratosphere?,1
159,why is the ozone layer so important?,1
159,why is the air in the stratosphere stable?,1
159,"without the ozone layer, most complex life on earth would",0
159,which of the following is true about ozone?,0
159,what is the role of the stratosphere?,0
159,the ozone layer is found within the,0
159,"in the mid-stratosphere, oxygen atom and molecule recombine to",0
159,what is the cause of cell death?,0
159,which of the following is true about the ozone layer?,0
159,a layer of ice is a thin layer of ice that,0
159,Ultraviolet radiation,0
159,what is the heat source for the stratosphere?,0
159,the stratosphere is suspended in the stratosphere because,0
159,what is the chemical name for the ozone molecule?,0
160,"when two streams come together, it is at this.",1
160,the mouth of the klamath river and the pacific ocean creates this.,1
160,base level is,1
160,"a location where a stream forms, often high in the mountains.",1
160,the amount of erosion a stream does is,1
160,"inland cities were often built on rivers because they provided water, plus",1
160,a source of water for water is,0
160,which statement is true about the confluence of two streams?,0
160,where does a raindrop falling on the western slope end up?,0
160,a stream moving into lower areas of a river is,0
160,which of the following rivers is a source of water for the roaring fork river,0
160,geologists recognize many categories of streams depending on their,0
160,"a floodplain is a flat, level area surrounding the stream channel.",0
160,the klassmath river flows into the pacific ocean in californ,0
160,western u.s. has,0
160,which of the following is true about rivers?,0
160,the eroding of the banks of the rhode river is a,0
160,the mix of fresh and salt water that runs into the ocean creates a diversity of environments,0
161,this is the largest supervolcano found in north america.,1
161,a circular shaped hole into which a volcano collapses during an eruption:,1
161,a supervolcano,1
161,a supervolcano can change life on earth by,1
161,the hotspot that surrounded Yellowstone has erupted three times:,0
161,which of these is an interesting volcano?,0
161,which of the following is a way to get a picture of a sand,0
161,scientists think that a very large magma chamber erupts entirely in one catastrophic,0
161,which of the following is true about the sand dunes?,0
161,which of these is a possibility for the future?,0
161,which of the following is a way to get a picture of a sand,0
161,ash could block sunlight so much that,0
162,sunspots are ____________.,1
162,which of the following is true about sunspots?,1
162,violent explosions that release huge amounts of energy on the sun are called _____________.,1
162,a coronal mass ejection,1
162,solar prominences are _______________.,1
162,nasas solar dynamics observatory is studying,1
162,which of the following is a way to get a picture of a sand,0
162,which of the following is a sunspot?,0
162,if plasma flows along a loop of the suns magnetic field from sunspot to,0
162,Prominences can last,0
162,sunspots are,0
162,"when a magnetic field breaks through the surface of the sun, a sunspot is",0
162,the suns disk is the largest,0
162,Sunspots are,0
162,the solar dynamics observatory,0
162,which of the following is a technique for observing solar features?,0
162,sunspots are only visible with,0
162,the solar observatory,0
163,________________________ needs to be reduced to achieve a more sustainable future.,1
163,which of these helps to make a more sustainable environment?,1
163,"to be sustainable, we need to",1
163,when forests are logged,1
163,what is the goal of the pacific ocean?,0
163,what can citizens do to reduce the impact they have on the planet?,0
163,scientists can work to develop technologies that can be used to solve problems wisely.,0
163,what can engineers do to reduce pollution and greenhouse gas emissions?,0
163,"if we produce all that we need to keep the population growing, will the quality of life",0
163,what is the main cause of warming temperatures?,0
163,sustainable development is a,0
163,which of the following is an example of a sustainable development?,0
164,this layer bounces off radio waves back to earth.,1
164,which gas molecules get energized to make the auroras?,1
164,the solar wind is,1
164,how does the ionosphere get its name?,1
164,the solar wind is made of,0
164,what is the main clue about the atmosphere?,0
164,which of the following is true?,0
164,radio waves bounce off the ionosphere and back to earth at night.,0
164,which of the following is true about AM radio?,0
164,what causes charged particles to light up?,0
164,the ionosphere gets its name from,0
164,which of the following is true?,0
165,tides are most affected by the,1
165,a low tide occurs beneath the point where,1
165,these tides have the smallest tidal range.,1
165,the moons low tide occurs in the same place as the,0
165,"when the gravitational pull of two bodies is in the same direction, the high tides",0
165,the lithosphere is,0
165,the difference between the ocean level at high tide and low tide is called the,0
165,"at neap tides, the tidal range is",0
165,which of the following is a reason for the differences in tides?,0
166,if there is a summer drought __________________________.,1
166,which of these statements is true?,1
166,the annual pattern of snow-dust,0
166,a tree ring pattern can be used to determine the age of a wood fragment.,0
166,which of the following is true about a tree?,0
166,which of the following is a clue about climate?,0
167,"in large western cities in winter, like phoenix or salt lake city, inversions are visible because",1
167,what is the heat source for the troposphere?,1
167,the temperature decreases with altitude in the troposphere because,1
167,air in the troposphere does a lot of mixing because,1
167,an inversion at night in a valley when,1
167,the temperature of water is higher near the surface because,0
167,cold seawater cools the air above it.,0
167,"a warm, dry air is",0
167,which of the following is a way to get a picture of a sand,0
167,the suns light radiates back into the atmosphere as heat.,0
167,"in the troposphere,",0
167,Inversions are,0
167,"in a temperature inversion, air temperature in the troposphere increases with altitude and",0
167,the temperature gradient of a sphere changes with time and place.,0
167,smoke is trapped in,0
168,tsunami can travel at speeds of,1
168,friction slows the speed of the bottom of a wave.,0
168,which of the following is true about the ocean?,0
169,sulfur oxides and nitrogen oxides are,1
169,most primary pollutants are the result of,0
